Index,comments,cleanliness,location,luxury,family_friendly
5900,"We loved our stay aboard Tasmania, and it would have been perfectly comfortable for a much longer stay, too.  The apartment is slightly larger than an average hotel room, but Sonja thought of everything to make us feel welcome and comfortable, including snacks, wine, coffee and bicycles.  The apartment is very private and special!",,,,
5901,"This place is spectacular! We enjoyed every bit of it. The bed is super comfy, there is way more space than it seems from the photos. All the amenities were spot on. Better than most fine hotels. The location was set just outside the main tourist areas so it was easy to come and go and also escape the rif raf. Everything you need is very close by as well! Highly recommend!! <br/>",,,,
5902,"Loved staying on the houseboat!  It was a fun change of pace being out on the water and I loved having access to the bike to ride around the city.  The room was comfortable, well appointed and super cute.  I highly recommend hanging out on the houseboat!  ~Kate",,,,
5903,This place was everything and more. They took care of us as if we were family. The bikes were great for use and the overall experience was spectacular.,,,,
5904,Wir hatten eine absolut tolle Zeit in Amsterdam in einer wunderschönen Unterkunft!,,,,
5905,Amazing place. You have to stay here! Just book it. So happy we did. Thanks Sonja + Michel 😘,,,,
5906,If you are staying in Amsterdam we would highly recommend staying on a house boat and would highly recommend Sonja’s houseboat in particular! The location is convenient - close to restaurants and in a quiet and walkable part of the city. The room itself is stylish and clean. Sonja stocked the kitchen area with many complimentary goodies that were so very appreciated! She is a very nice host - a quick and thorough communicator. Our visit in Amsterdam was great and staying in the houseboat was a significant part.,,,,
5907,"A beautiful boat. Sonja and Micheal were friendly and helpful, very flexible, and not at all nosy or intrusive. Amenities were all excellent and the boat is beautiful and well furnished, the photos are all 100% accurate. Only downside is the location is a tad out of the way for central Amsterdam and travel links, but don't let that turn you off. It's worth it!",,,,
5908,Der Aufenthalt  war großartig! Wir haben so das Gefühl bekommen wie man in Amsterdam richtig lebt! Die Tipps waren großartig und die Unterkunft und die Herzlichkeit total angenehm! Man hat sich willkommen gefühlt und konnte auf dem Boot entspannen! Man erreicht vom Boot aus alles relativ schnell und ist dafür sehr ruhig gelegen! Wellness für die Seele....immer gerne wieder! Danke Euch beiden :),,,,
5909,"We were very happy to stay on this beautiful boat, very clean and cosy, all thumbs up!!!! exelent value for money",,,,
5910,"Beautiful place, spectacular boat, very nice host and very well organized. Sonja told us everything we needed to know about how to get to the place, where to eat and many other details that I wouldn’t have thought of asking myself and helped us a lot.",,,,
5911,"the boathouse is amazing.  look exactly like the photos.  sonja has provided accurate n prompt info so i can find the place easily.  although theres a lot to explore in ams,  u really should reserve some time to enjoy the boat.",,,,
5912,Perfect in every way. Would return here in the near future.,,,,
5913,"We had an amazing weekend on the Tasmania. Sonja was very flexible with the checking in and out which helped us out a lot. The room is very spacious and the numerous thoughtful touches of leaving us breakfast,snacks and wine went down a treat. Location was great too. A wonderful experience if you are visiting Amsterdam.",,,,
5914,"Houseboat Tasmania was beautiful.<br/>Sonja had fresh bread,butter,jam,grapes,pringles,beer & bubbles waiting for us when we arrived. Which was lovely.<br/><br/>In the shower room their was shampoo,shower gel,handwash,toilet rolls & a little hairdryer.<br/><br/>There was a map on the table when we arrived which was very helpful too.<br/><br/>It was so peaceful there at Houseboat Tasmania..we would definitely recommend it & go back ourselves as we love Amsterdam.<br/><br/>We walked everywhere as Tasmania was not too far from central station & it was a lovely walk if you take it through the side streets. (We used (Hidden by Airbnb) maps on our phone).<br/><br/>We walked back to Sloterdijk P & R as we only had small weekend cases.<br/>We feel this was quicker than getting the bus from Tasmania-Central station-Sloterdijk P&R. It was a very straightforward route. Parking cost €42 from Friday afternoon until Monday morning.",,,,
5915,"That was an amazing unique experience , with a great location, staying on a boat in a splendid calm place like that was like a dream , Sonja was there , with fine considering caring touches , great hospitality..the bikes she offered me. The welcome drink ,coffees , tea ,fruits ,biscuits , TV with Netflix and YouTube ...the cleanliness<br/>That was a great experience I would like to repeat for sure",,,,
5916,This boat is amazing. Could not recommend it enough. You're right in the heart of A'dam and a stones throw away from most major tourist attractions. Nice little park across the canal for relaxing in also.,,,,
5917,"Super séjour chez peter et jeroen! Hôtes parfaits! Accueil également parfaite avec des petites attentions à l’intérieur de la péniche ! <br/>Emplacement également idéal, tout est à proximité pour visiter au mieux Amsterdam ! Ne surtout pas hésiter à réserver",,,,
5918,Very nice place really near the center of Amsterdam. Pretty room on a pretty boat. I recommand.,,,,
5919,"The coziest place I've ever stayed at!  It's also just a few kilometers at most away from anywhere we went so it was no issue walking, which allowed us to see a lot of the city. I've you want a great and central stay, this is it.",,,,
5920,"Bien placé, très propre et cadre idyllique.",,,,
5921,"Super angenehmer Gastgeber, wunderschönes Hausboot zentral gelegen und trotzdem im Grünen. Es ist an alles gedacht und hat seinen eigenen gemütlichen Charme. Aufjedenfall empfehlenswert",,,,
5922,"Der Aufenthalt bei Peter war sehr angenehm. Das Hausboot hat alles was man braucht. Der Standort ist perfekt, ruhig aber dennoch zentral. Wir haben uns sehr wohl gefühlt.",,,,
5923,"Super endroit! D’une propreté exemplaire, super deco et tout le nécessaire. A deux minutes du tram. Quartier très calme et lit très confortable! Je recommande vraiment cette adresse!",,,,
5924,"Prachtige lokatie, mochten bagage laten staan en eind van de dag ophalen.",,,,
5925,Logement au top ! Super séjour,,,,
5926,"It was very lovely to stay on a boat in Amsterdam, because what’s more Dutch than staying on a boat on a canal in Amsterdam? The view from the boat is wonderful, I would definitely book it again just to sit on the deck and to enjoy the boat life for a bit! The whole experience was great and clearly Peter has thought about how to make his guests feel at home. The place was very clean. Overall I would recommend this place to anyone who wants to stay at a unique place in Amsterdam, it made our experience unique indeed.",,,,
5927,"Absolut beautiful renovated Boat at a perfect Spot. <br/>Super Clean and comfortable! <br/>Peter and his Husband were very friendly and helpful, the cute red Cat is very sweet. <br/>Cosy clean Bed, all in the Kitchen you need and a luxury Bathroom! Amazing stay! Thank you!",,,,
5928,"Le logement est très bien situé, très propre. La literie est excellente. Je recommande !",,,,
5929,Lovely tiny and quiet place!,,,,
5930,Thank you Peter for a great stay! I’ll come back again.,,,,
5931,"Perfect, the accommodation is really nice and near the center !! It was a pleasure to sleep there",,,,
5932,"Lovely place near the center of Amsterdam, even though very quite and peaceful, has everything you need. Peter is very helpful and always available to answer any questions!",,,,
5933,"Really charming boat and a great host, a unique experience!",,,,
5934,This was one of the most unique places where I have been! There is no better way to experience Amsterdam with this Airbnb :),,,,
5935,Very nice accommodation with very good location! Absolutely recommend it!,,,,
5936,"Amazing stylish boat, clean and comfortable, very convenient location within walking distance from Amsterdam Centraal Station.",,,,
5937,"Een knusse, unieke locatie midden in de stad. Centraal gelegen, maar op een plek die zich volledig lijkt te onttrekken aan alle drukte. Leuk uitzicht vanuit de stuurhut, vriendelijke gastheren, kortom: de perfecte uitvalsbasis voor een weekend Amsterdam!",,,,
5938,"La casa es fantástica, las camas super cómodas, la decoración muy bonita.<br/>El pequeño inconveniente eran las escaleras de acceso, demasiado empinadas. Por lo demás la estancia ha sido muy agradable y Joanna muy buena anfitriona, ayudando en todo lo necesario.",,,,
5939,"Joanna was very welcoming. The apartment is in a great location, 7 minutes walk from the Central Station. It is really well kept and looks fabulous. Everything was fine and I would definitely recommend to others. ",,,,
5940,"Very welcoming host, beautiful and spacious flat, well equipped.<br/>Located in the most charming part of Amsterdam. <br/><br/>We were a group of 5, and it still felt big and spacious, very clean and neat as well, would love to come back, and recommend anybody to book this flat. ",,,,
5941,"We had a busy time in Amsterdam and the Flat was really fantastic. It's in a great location, 10 mins from the station, 10 mins from Anne Frank Museum and in a lovely neighbourhood with lots of good places to eat and shop. Great small supermarket (Markt) 2 mins around corner..<br/>In terms of accommodation - we were 6 all together and it was perfect - very light and airy and great kitchen and table if you choose to cook and eat in. Beds super comfy (from Oscar (14)). Great living room to put feet up after a long day of culture. Everything immaculate. Joanna's restuarant recommendations also great and accurate. Brilliant first Air BnB experience for us as a family + granny (who was super impressed too). We will be back!",,,,
